[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24, 24, 0, 0, 24, 48, 48, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 12, 24, 0, 0, 0, 24, 48, 0, 0, 0, 48, 60, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 0, 0, 0, 12, 24, 24, 0, 0, 24, 48, 48, 0, 0, 48, 60, 72, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 0, 0, 12, 24, 24, -2, 0, 24, 48, 48, 36, 0, 48, 60, 72, 60, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 12, 24, 0, 0, 0, 24, 48, 0, 0, 0, 48, 60, 0, 0, 0, 48, 72, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-4, -2, -2, -2, 0, -2, -2, -2, -2, 0, 0, 0, 45, 45, 0, -2, 87, 73, 59, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, -2, 0, -2, -2, -2, -2, 0, 0, 45, 45, 45, 0, 87, 73, 59, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, 0, 0, -2, -2, -2, 0, 0, 45, 45, 45, 0, 0, 73, 59, 45, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, -2, 0, 0, 0, 0, 45, 0, -2, -2, 87, 73, 0, 0, 87, 87, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, -2, 0, 0, 0, 45, 45, 0, -2, 87, 73, 59, 0, 87, 87, 87, 73, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, -2, 0, 0, 45, 45, 45, 0, 87, 73, 59, 45, 0, 87, 87, 73, 59, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, 0, 0, 45, 45, 45, 0, 0, 73, 59, 45, 0, 0, 87, 73, 59, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 48, 60, 72, 0, 0, 48, 72, 72, 0, 0, 12, 48, 48, 0, 0, 12, 24, 24, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 0, 0, -2, -2, -2, 87, 0, 0, 0, 87, 87, 0, -2, 87, 87, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 45, 0, -2, -2, 87, 73, 0, 0, 87, 87, 87, 0, 87, 87, 87, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 45, 45, 0, -2, 87, 73, 59, 0, 87, 87, 87, 73, 0, 87, 87, 87, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 45, 45, 45, 0, 87, 73, 59, 45, 0, 87, 87, 73, 59, 0, 87, 87, 87, 73, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[45, 45, 45, 0, 0, 73, 59, 45, 0, 0, 87, 73, 59, 0, 0, 87, 87, 73, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, -2, -2, -2, 0, 0, 0, 0, 87, 0, 0, -2, 87, 87, 0, 0, -2, 30, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, -2, -2, 87, 0, 0, 0, 87, 87, 0, -2, 87, 87, 87, 0, -2, 30, 87, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 87, 0, 0, -2, 87, 87, 0, 0, -2, 30, 87, 0, 0, -2, -6, 30, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 87, 87, 0, -2, 87, 87, 87, 0, -2, 30, 87, 87, 0, -2, -6, 30, 87, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 73, 59, 0, 87, 87, 87, 73, 0, 87, 87, 73, 59, 0, 87, 73, 59, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 73, 59, 0, 0, 87, 87, 73, 0, 0, 87, 73, 59, 0, 0, 73, 59, 45, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[-2, 87, 87, 87, 0, -2, 30, 87, 87, 0, -2, -6, 30, 87, 0, -2, -6, -6, 30, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 87, 87, 0, 30, 87, 87, 87, 0, -6, 30, 87, 73, 0, -6, -6, 30, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 87, 87, 0, 87, 87, 87, 73, 0, 30, 87, 73, 59, 0, -6, 30, 45, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 87, 73, 0, 87, 87, 73, 59, 0, 87, 73, 59, 45, 0, 30, 45, 45, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 73, 0, 0, 87, 73, 59, 0, 0, 73, 59, 45, 0, 0, 45, 45, 45, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[30, 87, 87, 87, 0, -6, 30, 87, 73, 0, -6, -6, 30, 45, 0, -6, -6, -2, -2, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 87, 73, 0, 30, 87, 73, 59, 0, -6, 30, 45, 45, 0, -6, -2, -2, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 87, 73, 59, 0, 87, 73, 59, 45, 0, 30, 45, 45, 45, 0, -2, -2, 45, 45, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 73, 59, 0, 0, 73, 59, 45, 0, 0, 45, 45, 45, 0, 0, -2, 45, 45, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[87, 73, 59, 45, 0, 30, 45, 45, 45, 0, -2, -2, 45, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[73, 59, 45, 0, 0, 45, 45, 45, 0, 0, -2, 45, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 24, 12, 0, 12, 36, 48, 48, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 0]
[0, 0, 0, 0, 0, 0, 12, 12, 24, 0, 0, 12, 36, 48, 0, 0, 36, 60, 72, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 0]
[0, 0, 0, 0, 0, 12, 12, 24, 12, 0, 12, 36, 48, 48, 0, 36, 60, 72, 60, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 0]
[0, 0, 0, 0, 0, 12, 24, 12, -6, 0, 36, 48, 48, 12, 0, 60, 72, 60, 36, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 0]
[0, 0, 12, 12, 0, 0, 0, 12, 36, 0, 0, 0, 36, 60, 0, 0, 0, 36, 60, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 0]
