[24, 24, -2, -6, 0, 48, 48, 36, -6, 0, 60, 72, 60, 24, 0, 72, 72, 60, 24, 0, 0, 0, 0, 0, 0, 10, 17, 33, 1, 1]
[0, 12, 12, 24, 0, 0, 12, 36, 48, 0, 0, 36, 60, 72, 0, 0, 36, 60, 72, 0, 0, 0, 0, 0, 0, 10, 32, 31, 2, 1]
[0, 0, 0, 0, 0, 24, 24, 12, -6, 0, 36, 48, 48, 12, 0, 60, 72, 60, 24, 0, 0, 0, 0, 0, 0, 10, 3, 18, 0, 1]
[0, 0, 36, 60, 0, 0, 0, 48, 60, 0, 0, 0, 24, 48, 0, 0, 0, -2, 24, 0, 0, 0, 0, 0, 0, 10, 18, 60, 1, 1]
[48, 60, 60, 48, 0, 12, 48, 48, 48, 0, 12, 12, 24, 12, 0, 12, 0, -2, -2, 0, 0, 0, 0, 0, 0, 10, 33, 77, 1, 1]
[36, 36, 48, 48, 0, 36, 48, 60, 36, 0, 12, 48, 48, 48, 0, 24, 24, 12, 36, 0, 0, 0, 0, 0, 0, 10, 48, 62, 2, 1]
[0, 0, 12, 24, 0, 0, 0, 24, 24, 0, 0, 0, 36, 36, 0, 0, 0, 36, 48, 0, 0, 0, 0, 0, 0, 10, 46, 30, 0, 1]
[0, 0, 0, 0, 0, 0, 12, 24, 12, 0, 0, 24, 24, 36, 0, 0, 36, 36, 48, 0, 0, 0, 0, 0, 0, 10, 17, 16, 2, 1]
[36, -6, -6, -2, 0, 36, 24, -6, -2, 0, 36, 24, 24, -2, 0, 48, 24, -6, -2, 0, 0, 0, 0, 0, 0, 10, 47, 35, 1, 1]
[0, 36, 24, 36, 0, 0, 36, 48, 36, 0, 0, 36, 60, 48, 0, 0, 48, 60, 36, 0, 0, 0, 0, 0, 0, 10, 4, 61, 1, 1]
[0, 0, 24, 36, 0, 0, 0, 24, 48, 0, 0, 0, 36, 60, 0, 0, 0, 36, 60, 0, 0, 0, 0, 0, 0, 10, 34, 60, 2, 1]
[60, 48, 36, 0, 0, 60, 48, 24, 24, 0, 48, 24, 24, -6, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 93, 1, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 24, 0, 0, 24, 24, 24, 0, 0, 0, 0, 0, 0, 10, 16, 1, 2, 1]
[0, 0, 24, 24, 0, 0, 0, 36, 36, 0, 0, 0, 48, 48, 0, 0, 0, 24, 48, 0, 0, 0, 0, 0, 0, 10, 2, 45, 0, 1]
[24, -2, -2, 87, 0, 24, 24, 87, 87, 0, 24, 113, 111, 87, 0, 24, 113, 87, 87, 0, 0, 0, 0, 0, 0, 10, 77, 37, 1, 1]
[0, 48, 48, 24, 0, 0, 36, 48, 36, 0, 0, 48, 48, 36, 0, 0, 36, 36, 24, 0, 0, 0, 0, 0, 0, 10, 4, 76, 2, 1]
[12, 36, 12, 12, 0, 36, 48, 36, 12, 0, 36, 48, 36, 36, 0, 48, 48, 60, 36, 0, 0, 0, 0, 0, 0, 10, 19, 62, 1, 1]
[60, 60, 24, -6, 0, 60, 24, 24, 24, 0, 24, 24, 24, 0, 0, -2, 24, -4, -4, 0, 0, 0, 0, 0, 0, 10, 51, 109, 1, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 24, 12, 0, 24, 24, 24, 12, 0, 0, 0, 0, 0, 0, 10, 15, 2, 2, 1]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, 24, 87, 0, -6, 24, 113, 113, 0, 0, 0, 0, 0, 0, 10, 107, 7, 1, 1]
[0, 24, 24, 36, 0, 0, 24, 48, 36, 0, 0, 24, 48, 24, 0, 0, 36, 48, 48, 0, 0, 0, 0, 0, 0, 10, 3, 61, 0, 1]
[12, 36, 12, -6, 0, 48, 36, 36, -6, 0, 48, 36, 24, 24, 0, 48, 48, 48, 12, 0, 0, 0, 0, 0, 0, 10, 34, 63, 1, 1]
